"","Well","Samples","Lake","Target","Concentration","Ch1+Ch2+","Ch1-Ch2+","Ch1+Ch2-","Ch1-Ch2-","logConc","log_AMR_tot","co_occur","Date","Sample","Fish_ID","Initials","Mass","Length","Fibrosis","Sex","Repro_State","Schisto_Free","Schisto_Cyst","Eust","Fib","Indv_AMR_mass","Indv_AMR_gene_mass","Lake_AMR","Lake_AMR_gene"
"117","D12","MUC_4","MUC","FAM",0,0,0,0,14066,0,0,"Neither","29-06-2023","MUC_4",4,"GAC",2.84,62.29,0,"F",3,0,0,3,"N",0,0,0.0308295905031264,0.0108342590988495
"118","E01","MUC_5","MUC","FAM",0,0,1,0,13269,0,0.0861776962410524,"tap","29-06-2023","MUC_5",5,"GAC",1.51,49.39,0,"M",3,3,1,1,"N",0.057071322013942,0,0.0623212302613413,0.0240266998789279
"119","E02","MUC_6","MUC","FAM",0,0,0,0,15125,0,0,"Neither","29-06-2023","MUC_6",6,"GAC",2.18,56.71,0,"F",3,0,0,4,"N",0,0,0.0308295905031264,0.0108342590988495
"120","E03","MUC_7","MUC","FAM",0,0,0,0,13307,0,0,"Neither","29-06-2023","MUC_7",7,"GAC",1.54,50.32,0,"F",3,0,0,0,"N",0,0,0.0308295905031264,0.0108342590988495
"121","E04","MUC_8","MUC","FAM",0,0,0,0,14713,0,0,"Neither","29-06-2023","MUC_8",8,"GAC",1.4,50.48,0,"M",3,0,1,0,"N",0,0,0.0623212302613413,0.0240266998789279
"122","A01","MUC_1","MUC","HEX",0,0,0,0,14931,0,0.198850858745165,"Neither","29-06-2023","MUC_1",1,"GAC",2.15,56.83,0,"F",3,0,0,1,"N",0.0924887715093791,0,0.0308295905031264,0.00524485647083836
"123","A02","MUC_2","MUC","HEX",0,0,0,0,15045,0,0.173953307123438,"Neither","29-06-2023","MUC_2",2,"GAC",1.81,51.82,0,"M",3,0,3,0,"N",0.0961067995157116,0,0.0623212302613413,0.0142678305034855
"124","A03","MUC_3","MUC","HEX",0,0,0,0,13371,0,0,"Neither","29-06-2023","MUC_3",3,"GAC",0.98,43.49,0,"F",3,0,0,0,"N",0,0,0.0308295905031264,0.00524485647083836
"125","A04","BOO_1","BOO","HEX",0,0,0,0,14657,0,0,"Neither","17-06-2023","BOO_1",1,"AKH",1.44,51.52,0,"M",1,1,0,0,"N",0,0,0.00528697522951242,0
"126","A05","BOO_2","BOO","HEX",0,0,0,0,13831,0,0,"Neither","17-06-2023","BOO_2",2,"AKH",5.04,78.22,2,"F",3,1,0,0,"Y",0,0,0.0149290985557159,0.00589000639634935
"127","A06","BOO_3","BOO","HEX",0,0,0,1,14209,0,0.0769610411361284,"floR","17-06-2023","BOO_3",3,"AKH",4.06,76.48,2,"F",2,2,0,0,"Y",0.0189559214621006,0,0.0149290985557159,0.00589000639634935
"128","A07","BOO_4","BOO","HEX",0,0,0,0,14979,0,0,"Neither","17-06-2023","BOO_4",4,"AKH",3.32,70.76,1,"M",3,0,0,0,"Y",0,0,0.00528697522951242,0
"129","A08","BOO_5","BOO","HEX",0,0,0,0,13058,0,0,"Neither","17-06-2023","BOO_5",5,"AKH",1.06,47.89,0,"F",1,2,0,0,"N",0,0,0.0149290985557159,0.00589000639634935
"130","A09","FRE_1","FRE","HEX",0,0,0,0,13933,0,0,"Neither","01-06-2023","FRE_1",1,"AKH",0.81,43.8,0,"M",3,0,0,0,"N",0,0,0,0
"131","A10","FRE_2","FRE","HEX",0,0,0,0,15185,0,0,"Neither","01-06-2023","FRE_2",2,"AKH",0.87,44.51,0,"F",2,0,0,0,"N",0,0,0,0
"132","A11","FRE_3","FRE","HEX",0,0,0,0,15327,0,0,"Neither","01-06-2023","FRE_3",3,"AKH",1.12,45.7,0,"F",3,0,0,0,"N",0,0,0,0
"133","A12","FRE_4","FRE","HEX",0,0,0,0,11542,0,0,"Neither","01-06-2023","FRE_4",4,"AKH",1.14,50.15,0,"M",2,0,0,0,"N",0,0,0,0
"134","B01","FRE_5","FRE","HEX",0,0,0,0,15869,0,0,"Neither","01-06-2023","FRE_5",5,"AKH",0.88,45.3,0,"M",3,0,0,0,"N",0,0,0,0
"135","B02","L2B_3","L2B","HEX",0.08,0,1,0,14705,0.0769610411361284,0.0769610411361284,"tap","04-06-2023","L2B_3",3,"AKH",0.82,41.2,2,"F",2,0,1,0,"Y",0.0938549282147907,0.0938549282147907,0.0312849760715969,0.0312849760715969
"136","B03","L2B_4","L2B","HEX",0,0,0,0,14887,0,0,"Neither","04-06-2023","L2B_4",4,"AKH",1.1,45.08,3,"M",3,1,0,1,"Y",0,0,0,0
"137","B04","L2B_5","L2B","HEX",0,0,0,0,14899,0,0,"Neither","04-06-2023","L2B_5",5,"AKH",1.36,48.55,3,"M",3,1,1,0,"Y",0,0,0,0
"138","B05","L2B_6","L2B","HEX",0,0,0,0,13750,0,0,"Neither","04-06-2023","L2B_6",6,"AKH",1.32,47.07,3,"M",3,0,1,0,"Y",0,0,0,0
"139","B06","L2B_7","L2B","HEX",0,0,0,0,14286,0,0,"Neither","04-06-2023","L2B_7",7,"AKH",1.19,45.42,2,"M",3,0,0,0,"Y",0,0,0,0
"140","B07","LAW_1","LAW","HEX",0,0,0,0,14068,0,0,"Neither","19-06-2023","LAW_1",1,"AKH",3,65.69,0,"F",3,2,0,0,"N",0,0,0,0
"141","B08","LAW_2","LAW","HEX",0,0,0,0,14172,0,0,"Neither","19-06-2023","LAW_2",2,"AKH",2.13,58.26,0,"M",3,0,0,0,"N",0,0,0,0
"142","B09","LAW_3","LAW","HEX",0,0,0,0,13240,0,0,"Neither","19-06-2023","LAW_3",3,"AKH",2.55,62.23,0,"M",3,0,0,0,"N",0,0,0,0
"143","B10","LAW_4","LAW","HEX",0,0,0,0,14845,0,0,"Neither","19-06-2023","LAW_4",4,"AKH",4.56,76.81,0,"F",3,0,0,0,"N",0,0,0,0
"144","B11","LAW_5","LAW","HEX",0,0,0,0,14742,0,0,"Neither","19-06-2023","LAW_5",5,"AKH",2.77,62.16,0,"M",3,0,0,0,"N",0,0,0,0
"145","B12","MER_1","MER","HEX",0,0,0,0,12999,0,0,"Neither","17-06-2023","MER_1",1,"AKH",1.69,54.28,0,"M",1,1,0,0,"N",0,0,0,0
"146","C01","MER_2","MER","HEX",0.08,0,1,0,14470,0.0769610411361284,0.0769610411361284,"tap","17-06-2023","MER_2",2,"AKH",1.23,47.29,0.5,"F",1,3,0,0,"Y",0.0625699521431938,0.0625699521431938,0.0297495296768492,0.021131760052744
"147","C02","MER_3","MER","HEX",0,0,0,0,14929,0,0,"Neither","17-06-2023","MER_3",3,"AKH",1.54,51.89,0.5,"F",1,3,0,0,"Y",0,0,0.0297495296768492,0.021131760052744
"148","C03","MER_4","MER","HEX",0,0,0,0,14615,0,0,"Neither","17-06-2023","MER_4",4,"AKH",1.3,49.33,0,"F",1,1,0,0,"N",0,0,0.0297495296768492,0.021131760052744
"149","C04","MER_5","MER","HEX",0.09,0,1,0,12939,0.0861776962410524,0.0861776962410524,"tap","17-06-2023","MER_5",5,"AKH",2,56.64,0,"F",1,1,0,0,"N",0.0430888481205262,0.0430888481205262,0.0297495296768492,0.021131760052744
"150","C05","UCL_1","UCL","HEX",0,0,0,0,15159,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","C06","UCL_2","UCL","HEX",0,0,0,0,13264,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","C07","UCL_3","UCL","HEX",0,0,0,0,15174,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","C08","NIM_1","NIM","HEX",0,0,0,0,13472,0,0,"Neither","23-06-2023","NIM_1",1,"AKH",1.7,53.43,0,"M",1,2,0,0,"N",0,0,0,0
"154","C09","NIM_2","NIM","HEX",0,0,0,0,12338,0,0,"Neither","23-06-2023","NIM_2",2,"AKH",3.11,66.41,0,"F",3,1,0,0,"N",0,0,0,0
"155","C11","NIM_4","NIM","HEX",0,0,0,0,16550,0,0,"Neither","23-06-2023","NIM_4",4,"AKH",1.87,55.92,0,"M",1,1,0,0,"N",0,0,0,0
"156","C12","NIM_5","NIM","HEX",0,0,0,0,14080,0,0,"Neither","23-06-2023","NIM_5",5,"AKH",1.61,53.1,0,"F",1,1,0,0,"N",0,0,0,0
"157","D01","ROS_1","ROS","HEX",0,0,0,0,14260,0,0,"Neither","23-06-2023","ROS_1",1,"AKH",1.92,60.52,0,"F",3,0,0,0,"N",0,0,0,0
"158","D02","ROS_2","ROS","HEX",0,0,0,0,15363,0,0,"Neither","23-06-2023","ROS_2",2,"AKH",2.14,60.62,0,"F",3,0,0,0,"N",0,0,0,0
"159","D03","ROS_3","ROS","HEX",0,0,0,0,14299,0,0,"Neither","23-06-2023","ROS_3",3,"AKH",1.26,49.9,1,"M",3,1,1,0,"Y",0,0,0,0
"160","D04","ROS_4","ROS","HEX",0,0,0,0,13605,0,0,"Neither","23-06-2023","ROS_4",4,"AKH",1.67,56.15,2,"F",2,0,1,0,"Y",0,0,0,0
"161","D05","ROS_5","ROS","HEX",0,0,0,0,13389,0,0,"Neither","23-06-2023","ROS_5",5,"AKH",2.54,58.17,0,"M",3,0,0,0,"N",0,0,0,0
"162","D06","WOS_1","WOS","HEX",0,0,0,0,13504,0,0,"Neither","26-06-2023","WOS_1",1,"GAC",2.23,53.49,1,"F",3,2,0,0,"Y",0,0,0.00572229058705527,0.00572229058705527
"163","D08","WOS_3","WOS","HEX",0,0,0,0,13319,0,0,"Neither","26-06-2023","WOS_3",3,"GAC",1.17,43.8,1,"F",2,2,0,0,"Y",0,0,0.00572229058705527,0.00572229058705527
"164","D09","WOS_4","WOS","HEX",0,0,0,0,15459,0,0,"Neither","26-06-2023","WOS_4",4,"GAC",1.51,48.94,0,"F",2,1,0,0,"N",0,0,0.00572229058705527,0.00572229058705527
"165","D11","WOS_5","WOS","HEX",0,0,0,0,15024,0,0,"Neither","26-06-2023","WOS_5",5,"GAC",2,52.75,1,"F",2,1,0,1,"Y",0,0,0.00572229058705527,0.00572229058705527
"166","D12","MUC_4","MUC","HEX",0,0,0,0,14066,0,0,"Neither","29-06-2023","MUC_4",4,"GAC",2.84,62.29,0,"F",3,0,0,3,"N",0,0,0.0308295905031264,0.00524485647083836
"167","E01","MUC_5","MUC","HEX",0.09,0,1,0,13269,0.0861776962410524,0.0861776962410524,"tap","29-06-2023","MUC_5",5,"GAC",1.51,49.39,0,"M",3,3,1,1,"N",0.057071322013942,0.057071322013942,0.0623212302613413,0.0142678305034855
"168","E02","MUC_6","MUC","HEX",0,0,0,0,15125,0,0,"Neither","29-06-2023","MUC_6",6,"GAC",2.18,56.71,0,"F",3,0,0,4,"N",0,0,0.0308295905031264,0.00524485647083836
"169","E03","MUC_7","MUC","HEX",0,0,0,0,13307,0,0,"Neither","29-06-2023","MUC_7",7,"GAC",1.54,50.32,0,"F",3,0,0,0,"N",0,0,0.0308295905031264,0.00524485647083836
"170","E04","MUC_8","MUC","HEX",0,0,0,0,14713,0,0,"Neither","29-06-2023","MUC_8",8,"GAC",1.4,50.48,0,"M",3,0,1,0,"N",0,0,0.0623212302613413,0.0142678305034855
"171","A01","CED_4","CED","FAM",0,0,18,0,14026,0,0.916290731874155,"tap","09-06-2023","CED_4",4,"AKH",0.78,41.75,0,"F",1,0,0,0,"N",1.17473170753097,0,0.783154471687312,0
"172","A03","VER_17","VER","FAM",0.25,0,1,3,14236,0.22314355131421,0.285178942233662,"floR & tap","29-06-2023","VER_17",17,"GAC",0.83,38.45,1,"M",3,6,7,0,"Y",0.343589087028509,0.268847652185795,0.856481456999754,0.526919084507398
"173","A04","VER_18","VER","FAM",0,0,0,0,14248,0,0,"Neither","29-06-2023","VER_18",18,"GAC",1.08,47.16,0,"M",3,4,4,0,"N",0,0,0.856481456999754,0.526919084507398
"174","A05","ROB_7","ROB","FAM",0,0,0,0,14006,0,0,"Neither","15-06-2023","ROB_7",7,"AKH",0.61,39.53,0,"M",3,0,0,0,"N",0,0,0.227631089541741,0.0739481176588141
"175","A06","ROB_8","ROB","FAM",0,0,0,0,12249,0,0,"Neither","15-06-2023","ROB_8",8,"AKH",0.49,35.71,0,"F",3,0,0,0,"N",0,0,4.56306364658242,4.49963861852501
"176","A07","ROB_9","ROB","FAM",0.15,0,0,2,15977,0.139761942375159,0.215111379616945,"floR","15-06-2023","ROB_9",9,"AKH",0.63,40.8,0,"M",3,0,0,0,"N",0.341446634312612,0.221844352976442,0.227631089541741,0.0739481176588141
"177","A08","BRB_7","BRB","FAM",0,0,0,0,14544,0,0,"Neither","19-06-2023","BRB_7",7,"AKH",0.73,42.49,0,"F",3,0,0,0,"N",0,0,2.96090185198894,2.92109231406368
"178","A09","BRB_8","BRB","FAM",0,0,0,0,15703,0,0,"Neither","19-06-2023","BRB_8",8,"AKH",1.91,55.13,0,"M",3,0,0,0,"N",0,0,6.82245025119325,6.70743052872956
"179","A10","BRB_9","BRB","FAM",0,0,0,0,16373,0,0,"Neither","19-06-2023","BRB_9",9,"AKH",1.44,52.36,0,"F",3,0,0,0,"N",0,0,2.96090185198894,2.92109231406368
"180","A11","BLA_8","BLA","FAM",0,0,0,0,14000,0,0,"Neither","04-06-2023","BLA_8",8,"AKH",1.11,49.85,0,"F",2,0,0,0,"N",0,0,2.43141990251436,2.41174081279949
"181","B01","SRA_4","SRA","FAM",0,0,0,0,15385,0,0,"Neither","02-06-2023","SRA_4",4,"AKH",2.66,65.07,0,"F",2,0,0,0,"N",0,0,0,0
"182","B02","SRA_5","SRA","FAM",0,0,0,0,13801,0,0,"Neither","02-06-2023","SRA_5",5,"AKH",0.87,43.97,0,"M",2,0,0,0,"N",0,0,0,0
"183","B03","SRA_6","SRA","FAM",0,0,0,0,14682,0,0,"Neither","02-06-2023","SRA_6",6,"AKH",2.34,57.66,0,"F",3,0,0,0,"N",0,0,0,0
"184","B04","BEA_7","BEA","FAM",0,0,0,0,12155,0,0,"Neither","24-06-2023","BEA_7",7,"GAC",2.48,57.88,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.352350977816563
"185","B05","BEA_8","BEA","FAM",0,0,0,0,15151,0,0,"Neither","24-06-2023","BEA_8",8,"GAC",1.38,49.28,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.352350977816563
"186","B06","BEA_9","BEA","FAM",0,0,0,0,15792,0,0,"Neither","24-06-2023","BEA_9",9,"GAC",1.1,47.09,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.352350977816563
"187","B07","GRA_3","GRA","FAM",0,0,0,0,14161,0,0,"Neither","24-06-2023","GRA_3",3,"AKH",1.82,51.55,0,"M",3,0,0,0,"N",0,0,0,0
"188","B08","GRA_4","GRA","FAM",0,0,1,0,16046,0,0.0676586484738149,"tap","24-06-2023","GRA_4",4,"AKH",4.41,64.76,0,"F",3,2,0,0,"N",0.0153420971595952,0,0.0076710485797976,0
"189","B09","GRA_5","GRA","FAM",0,0,0,0,15168,0,0,"Neither","24-06-2023","GRA_5",5,"AKH",1.43,48.9,0,"M",2,0,0,0,"N",0,0,0,0
"190","B10","CED_1","CED","FAM",0,0,0,0,15676,0,0,"Neither","09-06-2023","CED_1",1,"AKH",1.56,52.03,0,"M",3,0,0,0,"N",0,0,0,0
"191","B11","CED_2","CED","FAM",0,0,0,0,14627,0,0,"Neither","09-06-2023","CED_2",2,"AKH",0.99,44.68,0,"F",3,0,0,0,"N",0,0,0.783154471687312,0
"192","C01","ANU_13","ANU","FAM",0,0,0,0,14874,0,0,"Neither","27-06-2023","ANU_13",13,"GAC",3.48,64.42,0,"M",3,1,1,0,"N",0,0,0.917469782434398,0.872843361253836
"193","C02","ANU_14","ANU","FAM",0,0,0,0,14168,0,0,"Neither","27-06-2023","ANU_14",14,"GAC",2.7,68.33,0,"F",3,0,0,0,"N",0,0,1.75507786780305,1.66649917698923
"194","C03","ANU_15","ANU","FAM",0,0,0,0,16113,0,0,"Neither","27-06-2023","ANU_15",15,"GAC",2.44,65.25,0,"M",3,0,0,0,"N",0,0,0.917469782434398,0.872843361253836
"195","C04","COM_2","COM","FAM",0,0,0,0,16830,0,0,"Neither","10-06-2023","COM_2",2,"AKH",1,48.61,0,"M",3,0,0,0,"N",0,0,0.0165507615346513,0.0165507615346513
"196","C05","COM_3","COM","FAM",0,0,0,0,14553,0,0,"Neither","10-06-2023","COM_3",3,"AKH",1.61,51.49,0,"M",3,0,0,0,"N",0,0,0.0165507615346513,0.0165507615346513
"197","C06","COM_4","COM","FAM",0.08,0,0,1,15079,0.0769610411361284,0.0769610411361284,"floR","10-06-2023","COM_4",4,"AKH",1.55,52.47,0,"M",3,0,0,0,"N",0.0496522846039538,0.0496522846039538,0.0165507615346513,0.0165507615346513
"198","C07","KID_10","KID","FAM",0,0,0,0,14414,0,0,"Neither","30-06-2023","KID_10",10,"GAC",0.55,36.47,2,"F",1,0,1,0,"Y",0,0,0,0
"199","C08","KID_11","KID","FAM",0,0,1,0,14768,0,0.0769610411361284,"tap","30-06-2023","KID_11",11,"GAC",1.75,52.25,1,"M",3,0,2,0,"Y",0.0439777377920734,0,0.0219888688960367,0
"200","C09","KID_12","KID","FAM",0,0,0,0,14394,0,0,"Neither","30-06-2023","KID_12",12,"GAC",0.98,45.56,0.5,"M",3,0,4,0,"Y",0,0,0.0219888688960367,0
"201","C10","BLK_1","BLK","FAM",0.15,0,0,2,15505,0.139761942375159,0.139761942375159,"floR","12-06-2023","BLK_1",1,"AKH",0.93,46.04,0,"F",3,0,0,1,"N",0.150281658467912,0.150281658467912,0.0751408292339562,0.0751408292339562
"202","C11","BLK_2","BLK","FAM",0,0,0,0,15479,0,0,"Neither","12-06-2023","BLK_2",2,"AKH",1.44,49.96,0,"M",3,0,0,0,"N",0,0,0,0
"203","D01","PCH_8","PCH","FAM",0,0,0,0,12423,0,0,"Neither","03-06-2023","PCH_8",8,"AKH",0.64,39.79,0,"M",3,3,0,0,"N",0,0,0,0
"204","D02","PCH_9","PCH","FAM",0,0,0,0,15023,0,0,"Neither","03-06-2023","PCH_9",9,"AKH",0.83,44.29,0,"M",3,6,0,0,"N",0,0,0,0
"205","D04","WOS_11","WOS","FAM",0,0,1,0,16332,0,0.0676586484738149,"tap","26-06-2023","WOS_11",11,"GAC",2.3,57.34,0,"M",3,1,0,0,"N",0.0294168036842673,0,0.0147084018421337,0
"206","D05","WOS_15","WOS","FAM",0,0,0,0,13416,0,0,"Neither","26-06-2023","WOS_15",15,"GAC",2.42,58.93,0,"M",3,0,0,0,"N",0,0,0.0147084018421337,0
"207","D06","SUG_1","SUG","FAM",0,0,0,0,15826,0,0,"Neither","05-06-2023","SUG_1",1,"AKH",0.45,35.02,3,"M",3,0,0,0,"Y",0,0,0,0
"208","D07","SUG_2","SUG","FAM",0.08,0,0,1,14609,0.0769610411361284,0.148420005118273,"floR","05-06-2023","SUG_2",2,"AKH",0.57,40.13,0,"F",3,0,0,0,"N",0.260385973891707,0.13501937041426,0.130192986945854,0.0337548426035651
"209","D08","SUG_3","SUG","FAM",0,0,0,0,14444,0,0,"Neither","05-06-2023","SUG_3",3,"AKH",0.42,36.56,0,"M",3,0,0,0,"N",0,0,0,0
"210","D09","STE_1","STE","FAM",0,0,0,0,15263,0,0,"Neither","13-06-2023","STE_1",1,"AKH",0.57,38.47,0,"M",3,0,0,0,"N",0,0,0,0
"211","D10","STE_2","STE","FAM",0,0,0,0,15844,0,0,"Neither","13-06-2023","STE_2",2,"AKH",0.85,41.62,0,"F",3,0,0,0,"N",0,0,0,0
"212","D11","JOE_10","JOE","FAM",0,0,0,0,16345,0,0,"Neither","24-06-2023","JOE_10",10,"AKH",5.61,76.46,0,"F",3,0,0,0,"N",0,0,0,0
"213","D12","JOE_11","JOE","FAM",0,0,0,0,12821,0,0,"Neither","24-06-2023","JOE_11",11,"AKH",3.41,69.34,0,"M",3,0,0,0,"N",0,0,0,0
"214","E01","BOO_12","BOO","FAM",0,0,0,0,14869,0,0,"Neither","17-06-2023","BOO_12",12,"AKH",3.78,73.93,2,"M",3,6,2,0,"Y",0,0,0.00528697522951242,0.00528697522951242
"215","E02","BOO_16","BOO","FAM",0,0,0,0,14691,0,0,"Neither","17-06-2023","BOO_16",16,"AKH",3.12,68.87,2,"M",3,0,1,0,"Y",0,0,0.00528697522951242,0.00528697522951242
"216","E03","ECH_1","ECH","FAM",0,0,0,0,15316,0,0,"Neither","20-06-2023","ECH_1",1,"AKH",0.68,41.17,0,"M",2,1,0,0,"N",0,0,0,0
"217","E04","ECH_2","ECH","FAM",0,0,1,0,16231,0,0.0676586484738149,"tap","20-06-2023","ECH_2",2,"AKH",3.16,65.48,1,"F",2,8,0,0,"Y",0.0214109647069034,0,0.0107054823534517,0
"218","E05","ECH_3","ECH","FAM",0,0,0,0,13609,0,0,"Neither","20-06-2023","ECH_3",3,"AKH",0.96,48.25,0,"F",3,2,0,0,"N",0,0,0.0107054823534517,0
"219","E06","L2B_2","L2B","FAM",0,0,0,0,15920,0,0,"Neither","04-06-2023","L2B_2",2,"AKH",1.42,47.03,0,"F",3,2,0,4,"N",0,0,0.0312849760715969,0
"220","E07","L2B_17","L2B","FAM",0,0,0,0,15256,0,0,"Neither","04-06-2023","L2B_17",17,"AKH",1.27,46.32,0,"M",3,0,0,0,"N",0,0,0,0
"221","E08","L2B_18","L2B","FAM",0,0,0,0,14845,0,0,"Neither","04-06-2023","L2B_18",18,"AKH",1.2,43.84,2,"M",3,1,0,0,"Y",0,0,0,0
"222","E09","L2B_19","L2B","FAM",0,0,0,0,14318,0,0,"Neither","04-06-2023","L2B_19",19,"AKH",0.82,41.92,3,"F",3,1,1,1,"Y",0,0,0.0312849760715969,0
"223","E10","PCH_1","PCH","FAM",0,0,0,0,15624,0,0,"Neither","03-06-2023","PCH_1",1,"AKH",1.05,45.78,0,"F",3,10,1,0,"N",0,0,0,0
"224","E11","PCH_16","PCH","FAM",0,0,0,0,15644,0,0,"Neither","03-06-2023","PCH_16",16,"AKH",0.73,41.24,0,"F",3,14,0,0,"N",0,0,0,0
"225","E12","PCH_07","PCH","FAM",0,0,0,0,13609,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","F01","LST_1","LST","FAM",0.16,0,1,2,14643,0.148420005118273,0.385262400790645,"floR & tap","13-06-2023","LST_1",1,"AKH",1.51,35.74,0,"F",3,0,0,0,"N",0.255140662775262,0.0982913941180617,0.814058550822013,0.422371666506851
"227","F02","LST_2","LST","FAM",0.23,0,0,3,15384,0.207014169384326,0.482426149244293,"floR","13-06-2023","LST_2",2,"AKH",0.98,43.78,0,"F",3,0,0,0,"N",0.492271580861523,0.211238948351353,0.814058550822013,0.422371666506851
"228","F03","MSK_1","MSK","FAM",0,0,1,0,16014,0,0.0676586484738149,"tap","09-06-2023","MSK_1",1,"AKH",1,43.18,0,"M",3,0,0,0,"N",0.0676586484738149,0,0.0338293242369074,0
"229","F04","MSK_2","MSK","FAM",0,0,0,0,15745,0,0,"Neither","09-06-2023","MSK_2",2,"AKH",1.34,50.82,0,"F",3,0,0,0,"N",0,0,0,0
"230","F05","MSK_3","MSK","FAM",0,0,0,0,13726,0,0,"Neither","09-06-2023","MSK_3",3,"AKH",1.45,49.06,0,"M",3,0,0,0,"N",0,0,0.0338293242369074,0
"231","F06","LWO_1","LWO","FAM",0,0,0,0,16127,0,0,"Neither","26-06-2023","LWO_1",1,"GAC",0.87,43.54,0,"F",3,0,0,0,"N",0,0,0,0
"232","F07","LWO_2","LWO","FAM",0,0,2,0,16048,0,0.139761942375159,"tap","26-06-2023","LWO_2",2,"GAC",1.6,49.87,0,"M",3,0,0,0,"N",0.0873512139844741,0,0.0582341426563161,0
"233","F08","LWO_3","LWO","FAM",0,0,0,0,10105,0,0,"Neither","26-06-2023","LWO_3",3,"GAC",1.54,50.22,0,"M",3,0,0,0,"N",0,0,0.0582341426563161,0
"234","F09","MCN_1","MCN","FAM",0,0,0,0,15135,0,0,"Neither","08-06-2023","MCN_1",1,"AKH",1.56,51.76,0,"F",3,0,0,0,"N",0,0,0,0
"235","F10","MCN_2","MCN","FAM",0,0,0,0,15572,0,0,"Neither","08-06-2023","MCN_2",2,"AKH",1.34,49.26,0,"M",3,0,0,0,"N",0,0,0,0
"236","F11","MCN_3","MCN","FAM",0,0,0,0,15456,0,0,"Neither","08-06-2023","MCN_3",3,"AKH",1.51,53.86,0,"M",3,0,0,0,"N",0,0,0,0
"237","F12","BOO_19","BOO","FAM",0.09,0,0,1,13650,0.0861776962410524,0.0861776962410524,"floR","17-06-2023","BOO_19",19,"AKH",3.26,69.63,3,"M",3,11,22,0,"Y",0.0264348761475621,0.0264348761475621,0.00528697522951242,0.00528697522951242
"238","G01","WOS_2","WOS","FAM",0,0,0,0,16356,0,0,"Neither","26-06-2023","WOS_2",2,"GAC",2.08,51.12,1,"F",2,5,0,0,"Y",0,0,0.00572229058705527,0
"239","G02","NIM_3","NIM","FAM",0,0,0,0,14837,0,0,"Neither","23-06-2023","NIM_3",3,"AKH",1.48,50.83,0,"F",1,1,0,0,"N",0,0,0,0
"240","G03","MUC_1","MUC","FAM",0.15,0,1,2,15959,0.139761942375159,0.198850858745165,"floR & tap","29-06-2023","MUC_1",1,"GAC",2.15,56.83,0,"F",3,0,0,1,"N",0.0924887715093791,0.065005554593097,0.0308295905031264,0.0108342590988495
"241","G04","MER_5","MER","FAM",0,0,0,0,15842,0,0.0861776962410524,"Neither","17-06-2023","MER_5",5,"AKH",2,56.64,0,"F",1,1,0,0,"N",0.0430888481205262,0,0.0297495296768492,0
"242","G05","L2B_4","L2B","FAM",0,0,0,0,16579,0,0,"Neither","04-06-2023","L2B_4",4,"AKH",1.1,45.08,3,"M",3,1,0,1,"Y",0,0,0,0
"243","G06","UCL_3","UCL","FAM",0,0,0,0,8333,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","G08","BLA_2","BLA","FAM",5010,2723,59,12583,160,8.51939077495972,9.09234481373847,"floR & tap","04-06-2023","BLA_2",2,"AKH",0.76,41.25,2,"M",3,5,0,0,"Y",11.9636115970243,11.2097247038944,7.97574106468287,7.31210034685154
"245","G09","BLK_3","BLK","FAM",0,0,0,0,16213,0,0,"Neither","12-06-2023","BLK_3",3,"AKH",1.65,53.33,0,"F",3,0,0,0,"N",0,0,0.0751408292339562,0.0751408292339562
"246","G10","CED_3","CED","FAM",0,0,0,0,15393,0,0,"Neither","09-06-2023","CED_3",3,"AKH",1.11,45.7,0,"M",3,0,0,0,"N",0,0,0,0
"247","G11","BLA_9","BLA","FAM",0,0,0,0,15164,0,0,"Neither","04-06-2023","BLA_9",9,"AKH",0.93,44.34,1,"F",2,2,0,0,"Y",0,0,2.43141990251436,2.41174081279949
"248","H01","ANU_1","ANU","FAM",540,946,1744,4952,8370,6.29341927884648,6.62936325343745,"floR & tap","27-06-2023","ANU_1",1,"GAC",2.47,62.57,0,"F",3,0,0,1,"N",2.6839527341852,2.54794302787307,1.75507786780305,1.66649917698923
"249","H02","ANU_2","ANU","FAM",579,962,1688,5002,7694,6.36302810354046,6.68835471394676,"floR & tap","27-06-2023","ANU_2",2,"GAC",2.43,57.43,0,"M",3,0,0,0,"N",2.75240934730319,2.61853008376151,0.917469782434398,0.872843361253836
"250","H03","ANU_3","ANU","FAM",786,1747,2064,5789,5860,6.6682282484174,7.02108396428914,"floR & tap","27-06-2023","ANU_3",3,"GAC",2.72,68.77,0,"F",3,0,0,0,"N",2.58128086922395,2.45155450309463,1.75507786780305,1.66649917698923
